date,dish_name,restaurant_name,price,description,image
11 Sep 2024 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM9.00,"Quad penyet day.
                    Todays vegetable: 3 slices of cucumber.","2024/September/2024, September, image 13.png"
11 Sep 2024 (Wednesday),Home Cooked Meal,No restaurant name,RM10.00,"Fried rice, the flavour is there, just a little on the drier side.
                  
Supposed luncheon meat
Lotuss Hot + Spicy Tempura Nugget x2
Long beans
Egg
Various cooking sauces","2024/September/2024, September, image 14.png"
12 Sep 2024 (Thursday),Nasi Campur,HTC,RM8.50,"Comments today? Nothing much, apart from someone ordering double sunny eggs to pair with their maggi.","2024/September/2024, September, image 15.png"
12 Sep 2024 (Thursday),Home Cooked Meal,No restaurant name,RM5.00,"Good food, but am I full? :(
                      
Spaghetti
Prego Carbonara Mushroom
Mushroom
Sausages","2024/September/2024, September, image 16.png"
18 Sep 2024 (Wednesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"8 pieces of meat, 2 scoops of vege.","2024/September/2024, September, image 17.png"
18 Sep 2024 (Wednesday),Home Cooked Meal,No restaurant name,RM2.83,"For todays meal:
                  
Cabbage with various cooking sauces
Potatoes with mushrooms
Roasted Pork (courtesy of me home)
Grilled/Fried Pork (courtesy of me home for the raw one)
       
                  And with that, we finished our pork.","2024/September/2024, September, image 18.png"
19 Sep 2024 (Thursday),Nasi Campur,HTC,RM8.00,(29/9/2024: No idea why there's no description here),"2024/September/2024, September, image 19.png"
19 Sep 2024 (Thursday),Home Cooked Meal,No restaurant name,RM2.50,"For todays meal:
                    
Scrambled eggs with baked beans
Lotuss Hot + Spicy Tempura Nugget x2
Vegetable with various cooking sauces (extra oyster sauce)
Fried tofu
    
                    Somehow ran out of rice, had to pay an extra 2.5 for it.
                    This would also be the last home cooked meal of the trimester, as there is only 3 more uni days.","2024/September/2024, September, image 20.png"
20 Sep 2024 (Friday),Nasi Campur,Dapur Chilli,RM10.00,"The kangkung was more of a test, to see if it's nice.
                    The chicken per usual is goated.","2024/September/2024, September, image 21.png"
20 Sep 2024 (Friday),Cup Noodles,No restaurant name,Free,"Had some dessert at MoneyLion, decided it isn't worth for a full on meal.
                    Additional orange from home.","2024/September/2024, September, image 22.png"
23 Sep 2024 (Monday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,Quite alot of people today.,"2024/September/2024, September, image 23.png"
23 Sep 2024 (Monday),Nasi Goreng Ayam,Sky Malaysia,RM8.00,"Mmm yeah, not worth the bones here.
                    Unironically this is the occasion where I'd prefer the original or even sausage version over this one.
                    It's cheaper as well.","2024/September/2024, September, image 24.png"
24 Sep 2024 (Tuesday),Cheezilla Box,KFC Edusphere,RM12.50,"This burger is an upgrade over the previous one, it now has a cheese patty.
                
Hot & Spicy Chicken Drumstick
Coca-Cola Zero Sugar (M)

                  Men are simple creatures, buy 1 free 1? Buy.","2024/September/2024, September, image 25.png"
24 Sep 2024 (Tuesday),Instant Noodles,No restaurant name,Free,"2 packs, along with Lotuss Hot + Spicy Tempura Nugget x2
                    I mostly drained out the water, then poured everything in.
                    It's good, and even leaves out a little sauce when I'm done eating.","2024/September/2024, September, image 26.png"
25 Sep 2024 (Wednesday),Nasi Campur,Dapur Chilli,RM11.00,"I forgot to take the goated sauce.
                    And they charged me 11 this time.

                    The thing is, by my calculations it'd hit 10.5.
                    
Rice - 2.00
Chicken - 6.00
Vege - 2.50
 
                    Hmm...","2024/September/2024, September, image 27.png"
25 Sep 2024 (Wednesday),Roti Kahwin,Dapur Chilli,RM4.00,"15 minutes after taking my order.
                  
Dhal: tastes like beans
Curry: good
Sambal: a little on the sweeter side? Probably yet another aqquired taste
The roti itselves: good
                    
                    Guess the reviews are true, it's a little on the slower end.
                    But it's worth to try new things in case.","2024/September/2024, September, image 28.png"
26 Sep 2024 (Thursday),Nasi Campur,HTC,RM8.50,The chicken today is a little on the drier side.,"2024/September/2024, September, image 29.png"
26 Sep 2024 (Thursday),Nasi Goreng Biasa,Dapur Chilli,RM7.50,"It's on par with Sky Malaysia in my opinion.
                    That mean it's more or less ""the same"".

                    Oh, they raised prices ever since the new menu. Guess I was lucky with the Kahwin yesterday.","2024/September/2024, September, image 30.png"
04 Nov 2024 (Monday),Nasi Campur,Sky Malaysia,RM11.00,"Chicken is a little dry, the vegetable has the taste of the Penyet sauce.
                    ""They really do charge based on mood"" - Koyori
                
Rice - 2.00
Vege - 3.00
Chicken - 6.00

                No penyet as they're out of other things.
                So can they in a sense, give us the essentials and we pay less?","2024/November/2024, November, image 1.png"
04 Nov 2024 (Monday),Nasi Goreng Kampung,Dapur Chilli,RM8.00,"Food is good, ~11 minutes serve time.
                    Tasteful, anchovies slightly salty on its own.","2024/November/2024, November, image 2.png"
05 Nov 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM8.10,"Maybe I took too much meat.
                    1.5 scoops of vege, and 9 pieces of meat, except one of them is quite sized.","2024/November/2024, November, image 3.png"
05 Nov 2024 (Tuesday),Nasi Goreng Kampung,Dapo Sahang,RM6.00,"It still tastes the same..
                    
Anchovies: some kinda hard (cold out in the air), overall outside more crispier
Rice: k, slightly wetter vs outsides
Meat: exists
Occasionally 焦 parts of rice in food, still edible & adds ""taste & flavour""
    
                  ...And it still costs the same.","2024/November/2024, November, image 4.png"
06 Nov 2024 (Wednesday),Nasi Goreng Biasa,Sky Malaysia,RM7.00,Another no Penyet day...,"2024/November/2024, November, image 5.png"
06 Nov 2024 (Wednesday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM11.55,"First Hinz in like 3? 4? months.
                    Previously had this on 11 Jul 2024.","2024/November/2024, November, image 6.png"
07 Nov 2024 (Thursday),Nasi Campur,Royal Tandoori,RM8.50,"Good food per usual, last I had it was 26 Aug 2024.
                    Gave us a free korean type chicken for ""testing"". It's nice, but if the price is high, I'd stick with my regular chicken.","2024/November/2024, November, image 7.png"
07 Nov 2024 (Thursday),Nasi Goreng Biasa,Dapur Chilli,RM8.50,"Decently filling, enough meat as well.
                    
Nasi Goreng Biasa - 7.50
Tambah Nasi - 1.00
                        
                  The plate is a little small though compared to the rice.","2024/November/2024, November, image 8.png"
11 Nov 2024 (Monday),Nasi Kandar,HTC,RM8.00,"Quite an early lunch.
                    Managed to snag some nasi lemak rice, and some sambal on the side.","2024/November/2024, November, image 9.png"
11 Nov 2024 (Monday),Roti Kahwin,Sky Malaysia,RM4.00,I need something less heaty to combat my ulcer(s).,"2024/November/2024, November, image 10.png"
12 Nov 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"It's colder today.
Driver of the week imminent?","2024/November/2024, November, image 11.png"
12 Nov 2024 (Tuesday),Instant Noodles,No restaurant name,RM0.99,"First time having this in a while.
                    
Instant Noodles x2
Egg x1
Sausage x1
 
                  The msg kills. Maybe let's have less of it?","2024/November/2024, November, image 12.png"
13 Nov 2024 (Wednesday),Buttermilk Chicken Rice,Pop Meals,Free,"Thanks to EDC for this.
                    Food is good, albeit cooled a little.
                    The chicken could be juicier, it's a normal popcorn type.","2024/November/2024, November, image 13.png"
13 Nov 2024 (Wednesday),2x Small Chicken Shawarma,Sky Malaysia,RM7.00,"Yum yums.
                    There's a buy 1 free 1 combo for this, so it's now decently filling.
                    Unsure if this is heaty or no, but looking at the scorching heat to cook it... I'll count my days.","2024/November/2024, November, image 14.png"
14 Nov 2024 (Thursday),Nasi Campur,Royal Tandoori,RM8.00,"This or Ayam Penyet, which is a little more pricey, has more things, and way longer wait time.
                    This.","2024/November/2024, November, image 15.png"
14 Nov 2024 (Thursday),Nasi Goreng Seafood,Sky Malaysia,RM11.00,"It's a Nasi Goreng Biasa, but replace the chicken with seafood.
                
Nasi goreng type - Biasa
Squids - 3 donut, 1 tentacle
Prawns - 3

                Worthiness? Er no. Better get something else for a similar price.","2024/November/2024, November, image 16.png"
18 Nov 2024 (Monday),Nasi Campur,Royal Tandoori,RM8.50,"Yummers.
                
Chicken - 4.50
Vege - ?.??
Rice - ?.??

                  From Koyori, I now know the price of the chicken.","2024/November/2024, November, image 17.png"
18 Nov 2024 (Monday),Double Cheeseburger,McD Edusphere,RM10.50,"They wanted 3x spicy, but knowing it's spiciness, I stayed with safer options.
                    
XTRA ketchup
XTRA pickles
XTRA mustard","2024/November/2024, November, image 18.png"
19 Nov 2024 (Tuesday),Nasi Ayam Penyet,Sky Malaysia,RM10.00,...Did they raise prices?,"2024/November/2024, November, image 19.png"
19 Nov 2024 (Tuesday),Creamy Butter Pork Rice,Hinz Kitchen,RM11.55,What's the difference between this and the Thai version?,"2024/November/2024, November, image 20.png"
20 Nov 2024 (Wednesday),Nasi Kandar,HTC,RM8.00,A block of rice.,"2024/November/2024, November, image 21.png"
20 Nov 2024 (Wednesday),2x Small Chicken Shawarma,Sky Malaysia,RM7.00,"Maybe it's better to choose non spicy, and let me adjust the spiciness myself.
                    Or is it just hot?","2024/November/2024, November, image 22.png"
21 Nov 2024 (Thursday),Nasi Campur,Royal Tandoori,RM8.50,"2 scoops of vegetable, are you the culprit?","2024/November/2024, November, image 23.png"
21 Nov 2024 (Thursday),Roti Kahwin,Sky Malaysia,RM4.00,"Dapur Chilli seems full, so I'll return here.","2024/November/2024, November, image 24.png"
25 Nov 2024 (Monday),(Char) Kuey Teow + Mee Udang,Norazlina Chong Char Kuey Teow,RM8.00,"It's good, lives up to its reviews (from it's Cycle rickshaw stand in Kuala Lumpur)
                    Maybe I shouldn't had ordered noodles alongside the flat ones, but it's good still.
                    3 prawns.","2024/November/2024, November, image 25.png"
25 Nov 2024 (Monday),Spicy Chicken McDeluxe Set,McD Edusphere,RM15.00,"They have a Buy 2 for RM30 offer, so I shared with a friend.
                  
XTRA Lettuce
                    
                  Can't go wrong with a free extra.","2024/November/2024, November, image 26.png"
26 Nov 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"7 pieces, but one of them is extra long.","2024/November/2024, November, image 27.png"
26 Nov 2024 (Tuesday),Roti Kahwin,Sky Malaysia,RM4.30,"...? Weird they charge me for this price.
                    As if I ordered them separately...","2024/November/2024, November, image 28.png"
27 Nov 2024 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM10.00,"According to Koyori, it has indeed, raised prices.
                    They also take a while to prepare now?

                    Hmm...","2024/November/2024, November, image 29.png"
27 Nov 2024 (Wednesday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM11.55,"So that's the difference.
                    I guess Thai is nicer.","2024/November/2024, November, image 30.png"
28 Nov 2024 (Thursday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,"Last I had you was 23 Sep 2024?
                    Despite having written ""Change Tempe to Tofu"", I still had to remind them on the spot for it.

                    Anyways, somehow they didn't had small change, so I had to QR them.
                    11:17 -> 11:31","2024/November/2024, November, image 31.png"
28 Nov 2024 (Thursday),2x Small Chicken Shawarma,Sky Malaysia,RM7.00,"I was doubting the buy 1 free 1: ""is it really 2 smalls""?
                    Scrolled back to find my 1 Jul 2024 image, ""okay it is 2 smalls"".","2024/November/2024, November, image 32.png"
02 Dec 2024 (Monday),Nasi Kandar,HTC,RM8.50,"I caught the mother of all chickens with this one.
                It's probably 2 breasts that are too small to be separated?
                Also it's fresh.","2024/December/2024, December, image 1.png"
02 Dec 2024 (Monday),Chicken Prosperity Burger Set,McD,RM20.55,"I didn't realise I overspent, and I didn't choose the curly ones.
                Damn. At least I took 5x onions which didn't overflow.

                But hey ""free"" cup that changes colour based on temperature.","2024/December/2024, December, image 2.png"
03 Dec 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.60,"8 pieces(?) But it tastes weird?
                Was it because of the onion aftertaste I had? But this isn't like how I remember it to begin with..

                Pre discount: 8.50","2024/December/2024, December, image 3.png"
03 Dec 2024 (Tuesday),Roti Kahwin,Dapur Chilli,RM4.00,"I feel that the sauces here are more, based on area2.
                Assuming the plate to be the same size, the roti area is smaller.

                I should explore more food options.","2024/December/2024, December, image 4.png"
04 Dec 2024 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM10.00,"A peek into the receipt, and it is indeed, 10 ringgit now.

                Now that I think about it, the only difference with this and Warung Membawang is:
                
Bigger chicken (whole leg vs breast/wing)
Disappearance of Tempe & Tauhu (traded for bigger chicken)
Different chicken variety (vs always the same chicken)
No kriuk2
                    
                Then again, one can always pay +2 ringgit to get the whole leg.","2024/December/2024, December, image 5.png"
04 Dec 2024 (Wednesday),2x Small Chicken Shawarma,Sky Malaysia,RM7.00,"""Why don't you like spicy""
                Well I like to adjust the spice levels according to my liking (I can't handle 1 shot)
                ""Oh he likes it original""","2024/December/2024, December, image 6.png"
05 Dec 2024 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"8 pieces, with 2 bite sized ones.
                It tastes like normal now.

                I should try other meats, but fear of the unknown...","2024/December/2024, December, image 7.png"
05 Dec 2024 (Thursday),Instant Noodles,No restaurant name,RM3.00,"I am, and will, be sick eating this.
                2 eggs. ""Tons of oil"".
                I either need more noodle variety, or straight up ignore this and just go down, order a meal to go, come back up, and cook the egg.
                
                

                EDIT @ 11/12/2024:Paid 3.00 for 1/4 of the egg tray.","2024/December/2024, December, image 8.png"
09 Dec 2024 (Monday),Nasi Campur,Sky Malaysia,RM11.00,"Is this Ayam Masak Merah? I must've forgotten how it tastes like.
            
Rice - 2.00 (2 scoops)
Vege - 3.00 (2 scoops)
Chicken - 6.00

              I took too much sauce for the merah, it kinda contaminates the rice.
              It's good otherwise.","2024/December/2024, December, image 9.png"
09 Dec 2024 (Monday),2x Small Chicken Shawarma,Sky Malaysia,RM7.00,"""Again? So nice meh?""
                Good question, like it's good, it fills me, and it isn't rice.
                Maybe that's a low bar to clear.

                Can I get curry for the shawarma?","2024/December/2024, December, image 10.png"
10 Dec 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"This vege is a little hard to chew, same as the meat.
                
Vege: 1 spoonful
Meat: 2 scoops, adjusted
Rice: 1.5
  
              I should pill myself whenever I feel off.","2024/December/2024, December, image 11.png"
10 Dec 2024 (Tuesday),Aroii Thai,Food delivery,RM10.00,"Last I had you was 12 Jun 2024. Still as good as ever.
                
Thai-style Chicken Fried Rice
Hat Yai Fried Chicken Wing (Gai Tod Hat Yai)
Stir-fried Kangkung
Thai Iced Tea","2024/December/2024, December, image 12.png"
11 Dec 2024 (Wednesday),Kuey Teow Goreng Sayur,Nur Char Kuey Teow Penang,RM6.00,"It's good. Added the egg myself.
                When it said Sayur, it means meatless. Theres only:
                
Kuey Teow
Bean Sprouts
Egg (its own)
Garlic Chives","2024/December/2024, December, image 13.png"
12 Dec 2024 (Thursday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,"Didn't ask for a change as it was heptic for them, didn't want to show I can't eat beans in front of my mates as well.","2024/December/2024, December, image 14.png"
12 Dec 2024 (Thursday),Roti Kahwin,Sky Malaysia,RM4.00,"I got offered additional curry as well? Why not!
                It tastes like goat version, whereas the original is more to fish?","2024/December/2024, December, image 15.png"
13 Dec 2024 (Friday),Nasi Ayam Penyet,Sky Malaysia,RM10.00,"Odin said there's pesticides on the lettuce, but I don't taste any. Patel ate finish his as well.
                Up to rng then.
ALMOST FORGOR MY CUP NOOOOO","2024/December/2024, December, image 16.png"
13 Dec 2024 (Friday),Thai Style Creamy Butter Pork Rice,Hinz Kitchen,RM12.90,"Bigger rice to prepare my brain for the midterms.
                I managed to finish it easily, with a piece left to pair with the vege.

                Ty papa Odin for footing the tax. It'd be 13.67 otherwise.
                
Thai Style Creamy Butter Pork Rice - 10.90
Add Rice - 2.00","2024/December/2024, December, image 17.png"
14 Dec 2024 (Saturday),Chicken Rice,SEAMUN,Free,"Food is good, for some reason theres a star anaise here, but didn't bother me too much apart from the taste.
                Traded in return for slaving my day away. I should get another packet to ""get my work worth"".
                The soup is drinkable, the black sauce isn't as good compared to the chili.","2024/December/2024, December, image 18.png"
14 Dec 2024 (Saturday),Chicken Rice,SEAMUN,Free,"Well breast isn't as delighted compared with the wing.
                I'm also mildly full now.","2024/December/2024, December, image 19.png"
14 Dec 2024 (Saturday),Briyani with Curry Chicken,SEAMUN,Free,"This is akin to a minefield, you will never know what you will bite into and corrupt your taste buds.
                Didn't manage to eat the onions due to committments. Tons of them.","2024/December/2024, December, image 20.png"
15 Dec 2024 (Sunday),Nasi Ayam Penyet,Sky Malaysia,RM9.00,"..? It's 9 now? It was the tall waiter doing it today.. huh.
                The receipt literally wrote 10 the other day, granted today was receiptless.

                There wasn't any of the chicken I liked at Dapur Chilli, so I came back here.","2024/December/2024, December, image 21.png"
15 Dec 2024 (Sunday),Nasi Goreng Tomyam,Dapur Chilli,RM9.00,"Tastes like tomyam, contains onions and lemongrass.

                Looking at the Nasi Goreng Ayam, it looks like a regular nasi goreng and plop a chicken at the side?
                Sounds good.","2024/December/2024, December, image 22.png"
16 Dec 2024 (Monday),Salted Egg Chicken Set..?,Grab,Free,"Free from Grab Industrial Visit. Thanks Grab.
            
Chinese type fried rice (tricolour beans)
Fried chicken cutlet
Salted egg(or buttermilk?) sauce
Some sort of salad (no sauce)
2x Popiah
Some sort of fruit drink

            I also consumed free teh tarik, from a free vending machine with choosable preferences.","2024/December/2024, December, image 23.png"
16 Dec 2024 (Monday),2x Small Chicken Shawarma,Sky Malaysia,RM7.00,"I wonder if I can request more white sauce.

                That sounded wrong out of context.","2024/December/2024, December, image 24.png"
17 Dec 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.50,"Trying buttermilk chicken.
                Meat could be better, but it's up to taste.
                6-7 pieces, or was it 5? Not sure myself counting bones.","2024/December/2024, December, image 25.png"
17 Dec 2024 (Tuesday),Mee Goreng Sayur,Nur Char Kuey Teow Penang,RM6.00,"Yellow noodles. It's like Kuey Teow but change the taste to noodles.

Yellow Noodles
Bean Sprouts
Egg (its own)
Garlic Chives","2024/December/2024, December, image 26.png"
18 Dec 2024 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM9.00,"As confirmed by the receipt, it's 9 now.
                ""Then what's the point to raise it to 10?""","2024/December/2024, December, image 27.png"
18 Dec 2024 (Wednesday),Nasi Goreng Ikan Masin,Sky Malaysia,RM8.00,"Has salted fish, which are salty as expected.
                It's better to order the other variants, that's what I'll say.","2024/December/2024, December, image 28.png"
19 Dec 2024 (Thursday),Nasi Campur,Royal Tandoori,RM8.50,"Been a while since I had you. (21 Nov 2024)
            
2 scoops of vegetable
At least 2 scoops of rice
1 Chicken","2024/December/2024, December, image 29.png"
19 Dec 2024 (Thursday),Nasi Goreng Ayam,Dapur Chilli,RM9.50,"The rice lacks meat, as expected... But it lacks in vegetables as well?
                The chicken is nice though, though slightly drier at the drumette part, but nothing alarming.
                Can I ask for more chili sauce?","2024/December/2024, December, image 30.png"
30 Dec 2024 (Monday),Nasi Ayam Penyet,Sky Malaysia,RM10.00,"Ain't no way it returned to 10 again, but in a different form.
            
Nasi Ayam Penyet - 9.00
Soup Kosong - 1.00

            Can I order Penyet without the soup?","2024/December/2024, December, image 31.png"
30 Dec 2024 (Monday),JD01,Burger King,RM8.90,"Hadn't had you since 20 Jun 2024. Time really flies.
                Still the same as ever.","2024/December/2024, December, image 32.png"
31 Dec 2024 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.50,"Didn't count the pieces exactly today, but it's around 3? scoops.
                The pork is nicer today, but still chewy as usual.

                Oops, a piece fell off.","2024/December/2024, December, image 33.png"
31 Dec 2024 (Tuesday),Cheeseburger Combo,NAK NAK TRX,RM28.80,"First time having this, final meal of 2024, and probably my biggest spend of the year.
                The burger is good, the rice with the sauce is also good. The drinks are also free flow.
                Able to finish it, but my mates who ordered boneless chicken + fries are not so lucky.

                And with that, ends 2024.","2024/December/2024, December, image 34.png"
01 Jan 2025 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM9.00,"Successfully avoided paying 10. I can live without the soup.
                    Also todays chili is suprisingly full of oil, not much of the chili itself.","2025/January/2025, January, image 1.png"
01 Jan 2025 (Wednesday),Aroii Thai,Food delivery,RM10.00,"In a sense, it's better than the repetitve menu downstairs, though I'm still eating the same exact choices as 10 Dec 2024.
                    
Thai-style Chicken Fried Rice
Hat Yai Fried Chicken Wing (Gai Tod Hat Yai)
Stir-fried Kangkung
Thai Iced Tea
   
                  Hipokrit 100 :D","2025/January/2025, January, image 2.png"
02 Jan 2025 (Thursday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,"The soup is said to be extra salty today by mates.
                    I mean, it's flavourful to me. Treated it as liquid to drink, and then poured it to my chili plate, then treated it like my cup.","2025/January/2025, January, image 3.png"
02 Jan 2025 (Thursday),Roti Kahwin,Sky Malaysia,RM4.00,"I should expand my food options while keeping my daily spend under 20.
                    They had noodles again today.","2025/January/2025, January, image 4.png"
03 Jan 2025 (Friday),Nasi Ayam Penyet,Sky Malaysia,RM10.00,"The clown is us.
                    


                    It returned to 10. We didn't get soup.","2025/January/2025, January, image 5.png"
03 Jan 2025 (Friday),McD App Deals,McD Edusphere,RM12.99,"I have no idea how to officially name this, so this will do.
                    
Double Spicy Chicken with Cheese (Xtra Pickle)
Medium Coke (No Ice)
Small Fries
Sundae Cone
          
                  Last had McD 25 Nov 2024, if we count physically.
                  Otherwise 2 Dec 2024.","2025/January/2025, January, image 6.png"
4 Jan 2025 (Saturday),Nasi Campur,Dapur Chilli,RM11.00,"Price breakdown, peeked at their calculator:
                    
Chicken - 6.00
Vege - 3.00
Rice - 2.00

                    Buttermilk chicken tastes akin to dapos
                    The chili I can't really taste anything, it isn't like the sky penyets chili
                    Curry is fine

                    I REALLY should remind myself to not drench the plate, and choose lighter sauces to drench.
                    Granted, last I had you was 25 Sep 2024.","2025/January/2025, January, image 7.png"
4 Jan 2025 (Saturday),Nasi Lemak Biasa + Satay Ayam,Dapur Chilli,RM5.50,"Sambal is OK, has a spicy kick
                    Anchovies is a little hardened & aired, not that easy to chew but still acceptable
                    Nuts are as expected
                    Satay is good, like a typical satay
                    Rice is good, nasi lemak style
                    Peanut sauce... A little not peanuty? Not weird, but weird. Still edible & dippable
                    Cucumbers are as expected

Nasi Lemak Biasa - 4.00
Satay Ayam x1 - 1.50
    
                  Cooking time is around 10 minutes for the stick to come.
                  Was trying my luck as well with the amount of minimum order. No minimum? Okay I'll take 1.","2025/January/2025, January, image 8.png"
5 Jan 2025 (Sunday),Dry Mee + Fried Dumpling,Old Town Puchong Yong Tou Fu Restaurant,RM11.20,"First time here, it's ""average"", nothing special to take note of.
                
Dry Mee (Yellow Mee) Big - 9.00
Fried Dumpling - 2.20

                Looking at my mates spend 20 to 30 for theirs...
                ""Long long once is good""","2025/January/2025, January, image 9.png"
5 Jan 2025 (Sunday),Nasi Goreng Sosej,Sky Malaysia,RM8.00,"I last had you... 19 Aug 2024.
                    
Nasi Goreng Sosej - 7.00
Tambah Nasi - 1.00
     
                  I over-rationed my sausages, and I was left with 3 slices.","2025/January/2025, January, image 10.png"
06 Jan 2025 (Monday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,"I see some dislike tempe as well, I should tell them it's exchangable.
                    (I didn't change).","2025/January/2025, January, image 11.png"
06 Jan 2025 (Monday),Nasi Goreng Sayur,Sky Malaysia,RM8.00,"First time trying this.
                    Things it contains:
                    
Onions
Cauliflower
Cabbage
Long beans
Carrots
Unknown vegetables that exist in most rice
Spring onion

                    It does not contain meat, but it is good.","2025/January/2025, January, image 12.png"
07 Jan 2025 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"8 pieces, with 1 bite sized one. 
                    Also 1 kitchen tong-ful of iceberg lettuce to try new vege.","2025/January/2025, January, image 13.png"
07 Jan 2025 (Tuesday),Instant Noodles,No restaurant name,RM4.24,"Suprisingly todays one was fine.
                    Steps to cook nuggets:
                    
120c for 2 minutes
200c for 12 minutes
                    
                  Could be better. But noodles was nice.","2025/January/2025, January, image 14.png"
08 Jan 2025 (Wednesday),Set Ayam Kepak @ Dada,Warung Membawang,RM10.00,"The chili sauce plate is suprisingly small today.
                    Today somehow I gotten 3 tofus & 1 tempe.","2025/January/2025, January, image 15.png"
08 Jan 2025 (Wednesday),Roti Kahwin,Sky Malaysia,RM4.00,"Sambal has anchovies in it, and dhal has too much green things.
                    No likey.

                    Huh, thought you'd knew I had gx.","2025/January/2025, January, image 16.png"
09 Jan 2025 (Thursday),Fuze Tea's Iced Lemon Tea(M),McD Edusphere,RM0.10,"Somehow got sent here, might as well order something to not look out of place.
                    The lemon tea tastes like any generic lemon tea. But it's 10 sen. Can't complain about it.
                    
                    Edit @ 1 Feb 2025: Let's pretend I actually took a picture of it.","2025/January/2025, January, image 17.png"
09 Jan 2025 (Thursday),Nasi Campur,Royal Tandoori,RM8.00,"HTC queues at 11am was wild, so I went here.
                    My autopilot brain forgot to get curry. Pain.
                    Does that mean curry is worth 50 sen?
                    
2+ ish scoops of vegetable
At least 2 or 3 scoops of rice
1 Chicken","2025/January/2025, January, image 18.png"
09 Jan 2025 (Thursday),Nasi Bujang,Sky Malaysia,RM5.00,"Soup tastes heavy, it is also a cupful.
                    The egg is like any telur dadar. Not too oily, cooked better than me, and has occasional crisp sides/leftovers.
                    The rice could be better.

                    ...okay maybe I could order just rice & telur dadar. That soup is likely unnecessary, but still a good drink.
                    3 nuggets added on for prosperity reasons as a ""backup source of food"".
                    
Rice - 2.00
Telur Dadar - 2.00
Soup Kosong - 1.00","2025/January/2025, January, image 19.png"
13 Jan 2025 (Monday),Nasi Campur,Royal Tandoori,RM8.50,"2 big scoops of rice, 2 scoops of vege & ample curry.

                    Cats do love their tall skinny gods who feed them.","2025/January/2025, January, image 20.png"
13 Jan 2025 (Monday),Roti Kahwin,Sky Malaysia,RM4.00,"No idea what to order? Simply listen to others orders, then copy them.
                    Why the abundance of green things in my dhal? I would like more sauce less random things.","2025/January/2025, January, image 21.png"
14 Jan 2025 (Tuesday),Mixed Rice,Mama Homecook Mixed Rice,RM7.50,"5 pieces of what I think is marmite chicken, a little cold and bit salty, but saltiness is gone after a while.
                    Really should open my choices to more things, like luncheon meat perhaps?","2025/January/2025, January, image 22.png"
14 Jan 2025 (Tuesday),Instant Noodles,No restaurant name,Free,"Gotten the kapitan as my final pack. Took everything except the seasoning from it.
                    2m 120c + 11m 200c works for nuggies.
                    Just remind yourself to not play around with the pot when its boiling, or rather at all.
Do we have a better, more absorbent cloth? Would be good to splishy sploshy me.","2025/January/2025, January, image 23.png"
15 Jan 2025 (Wednesday),Nasi Ayam Penyet,Sky Malaysia,RM10.00,They didn't request receipt today? I'll just pay 10 to you then.,"2025/January/2025, January, image 24.png"
15 Jan 2025 (Wednesday),Game Development Club Meal,No restaurant name,Free,"The dinner I was promised, well it's still food amirit?
                    Review:
                    
Banana bread: good, like how it typically tastes like
Iced milk tea: Kinda sweet, but expected. Didn't use water to dilute it. There's boba, but that isn't my thing.
Popiah: Contains popiah, carrots, and whatever else is in a typical popiah.
Nuggets: The typical heart shaped ones back in secondary. The insides are kinda yellow.
Sandwich: 4 bread triangles, contains white sauce, lettuce, cucumber, chicken meat? I'd take more popiah instead.
                    
                  Now for the count: 
                  
Banana bread: 2 slices
Iced milk tea: 2 plastic cups
Popiah: 2 rolls
Nuggets: 3 pieces
Sandwich: 1... how do I count you?","2025/January/2025, January, image 25.png"
16 Jan 2025 (Thursday),Mixed Rice,Mama Homecook Mixed Rice,RM7.20,"I somehow woke at near 11, had breakfast, then came here at 12.
                    Only took a scoop of rice, 2 slices of luncheon meat & a scoop of vegetable.
                    The meat is how I expected of lower end ones, the outside is fine though. Let's not take it next time.","2025/January/2025, January, image 26.png"
